ID,category_labels,Usage
2047,conspiracy,Private
2048,trad,Private
2049,conspiracy,Private
2050,recovery_ed,Private
2051,pro_ana,Public
2052,recovery_ed,Private
2053,trad,Private
2054,alpha,Private
2055,conspiracy,Private
2056,extremist,Private
2057,gamergate,Private
2058,incel_misogyny,Private
2059,hate_speech,Private
2060,hate_speech,Private
2061,extremist,Private
2062,gamergate,Private
2063,gamergate,Private
2064,misinfo,Private
2065,hate_speech,Private
2066,misinfo,Private
2067,ed_risk,Private
2068,pro_ana,Private
2069,extremist,Public
2070,alpha,Private
2071,benign,Private
2072,hate_speech,Private
2073,bullying,Private
2074,benign,Private
2075,hate_speech,Private
2076,hate_speech,Private
2077,ed_risk,Private
2078,pro_ana,Private
2079,conspiracy,Private
2080,ed_risk,Private
2081,incel_misogyny,Private
2082,alpha,Private
2083,extremist,Private
2084,alpha,Private
2085,extremist,Private
2086,extremist,Private
2087,incel_misogyny,Private
2088,hate_speech,Private
2089,bullying,Private
2090,incel_misogyny,Private
2091,pro_ana,Private
2092,pro_ana,Private
2093,bullying,Private
2094,recovery_ed,Private
2095,recovery_ed,Private
2096,incel_misogyny,Private
2097,extremist,Private
2098,recovery_ed,Private
2099,benign,Private
2100,benign,Private
2101,ed_risk,Private
2102,bullying,Private
2103,hate_speech,Public
2104,gamergate,Public
2105,pro_ana,Private
2106,hate_speech,Private
2107,gamergate,Private
2108,alpha,Private
2109,alpha,Private
2110,hate_speech,Private
2111,bullying,Private
2112,incel_misogyny,Private
2113,recovery_ed,Public
2114,alpha,Private
2115,recovery_ed,Private
2116,hate_speech,Private
2117,recovery_ed,Private
2118,hate_speech,Private
2119,incel_misogyny,Private
2120,bullying,Private
2121,alpha,Public
2122,alpha,Private
2123,ed_risk,Public
2124,gamergate,Private
2125,trad,Private
2126,trad,Private
2127,incel_misogyny,Public
2128,benign,Private
2129,trad,Private
2130,alpha,Private
2131,alpha,Private
2132,extremist,Private
2133,trad,Public
2134,trad,Private
2135,ed_risk,Private
2136,extremist,Private
2137,incel_misogyny,Private
2138,misinfo,Private
2139,misinfo,Private
2140,bullying,Private
2141,misinfo,Private
2142,hate_speech,Private
2143,pro_ana,Private
2144,alpha,Private
2145,conspiracy,Private
2146,alpha,Private
2147,recovery_ed,Private
2148,conspiracy,Private
2149,ed_risk,Private
2150,hate_speech,Public
2151,misinfo,Private
2152,misinfo,Private
2153,ed_risk,Public
2154,incel_misogyny,Public
2155,gamergate,Private
2156,bullying,Private
2157,extremist,Private
2158,alpha,Private
2159,bullying,Private
2160,extremist,Private
2161,trad,Public
2162,hate_speech,Private
2163,recovery_ed,Public
2164,incel_misogyny,Private
2165,conspiracy,Private
2166,extremist,Private
2167,extremist,Private
2168,extremist,Public
2169,misinfo,Public
2170,misinfo,Private
2171,hate_speech,Private
2172,gamergate,Private
2173,alpha,Public
2174,pro_ana,Private
2175,conspiracy,Private
2176,pro_ana,Private
2177,pro_ana,Private
2178,bullying,Private
2179,pro_ana,Private
2180,conspiracy,Private
2181,conspiracy,Public
2182,benign,Private
2183,ed_risk,Private
2184,incel_misogyny,Private
2185,incel_misogyny,Private
2186,trad,Private
2187,trad,Private
2188,bullying,Private
2189,bullying,Private
2190,hate_speech,Private
2191,extremist,Private
2192,gamergate,Private
2193,extremist,Private
2194,ed_risk,Public
2195,hate_speech,Private
2196,extremist,Private
2197,ed_risk,Private
2198,hate_speech,Private
2199,hate_speech,Private
2200,hate_speech,Private
2201,conspiracy,Private
2202,hate_speech,Public
2203,bullying,Private
2204,recovery_ed,Private
2205,gamergate,Private
2206,hate_speech,Private
2207,benign,Private
2208,gamergate,Private
2209,alpha,Private
2210,extremist,Private
2211,extremist,Public
2212,hate_speech,Private
2213,pro_ana,Private
2214,benign,Private
2215,benign,Public
2216,gamergate,Private
2217,gamergate,Private
2218,extremist,Private
2219,conspiracy,Private
2220,conspiracy,Private
2221,bullying,Private
2222,bullying,Public
2223,conspiracy,Private
2224,conspiracy,Private
2225,bullying,Private
2226,incel_misogyny,Private
2227,gamergate,Private
2228,ed_risk,Private
2229,ed_risk,Private
2230,ed_risk,Private
2231,benign,Public
2232,ed_risk,Private
2233,conspiracy,Public
2234,pro_ana,Private
2235,pro_ana,Private
2236,trad,Private
2237,incel_misogyny,Private
2238,incel_misogyny,Private
2239,bullying,Public
2240,pro_ana,Private
2241,alpha,Private
2242,ed_risk,Private
2243,benign,Private
2244,gamergate,Private
2245,hate_speech,Private
2246,trad,Private
2247,pro_ana,Private
2248,pro_ana,Private
2249,conspiracy,Public
2250,incel_misogyny,Private
2251,misinfo,Private
2252,incel_misogyny,Private
2253,pro_ana,Public
2254,alpha,Private
2255,conspiracy,Private
2256,hate_speech,Private
2257,hate_speech,Private
2258,alpha,Private
2259,benign,Private
2260,conspiracy,Private
2261,conspiracy,Private
2262,conspiracy,Private
2263,gamergate,Private
2264,gamergate,Private
2265,incel_misogyny,Private
2266,misinfo,Private
2267,extremist,Private
2268,trad,Private
2269,pro_ana,Private
2270,extremist,Private
2271,alpha,Private
2272,misinfo,Private
2273,bullying,Private
2274,incel_misogyny,Private
2275,bullying,Private
2276,conspiracy,Private
2277,extremist,Private
2278,conspiracy,Private
2279,alpha,Private
2280,extremist,Private
2281,extremist,Private
2282,alpha,Private
2283,incel_misogyny,Private
2284,incel_misogyny,Private
2285,alpha,Private
2286,gamergate,Private
2287,ed_risk,Private
2288,conspiracy,Private
2289,bullying,Private
2290,hate_speech,Private
2291,ed_risk,Private
2292,ed_risk,Private
2293,pro_ana,Private
2294,extremist,Private
2295,pro_ana,Private
2296,bullying,Private
2297,hate_speech,Private
2298,pro_ana,Private
2299,benign,Private
2300,extremist,Private
2301,bullying,Private
2302,incel_misogyny,Private
2303,extremist,Private
2304,alpha,Private
2305,bullying,Private
2306,bullying,Public
2307,pro_ana,Private
2308,incel_misogyny,Private
2309,misinfo,Private
2310,bullying,Private
2311,pro_ana,Private
2312,pro_ana,Private
2313,misinfo,Private
2314,incel_misogyny,Private
2315,incel_misogyny,Private
2316,trad,Private
2317,trad,Private
2318,recovery_ed,Private
2319,incel_misogyny,Public
2320,extremist,Private
2321,extremist,Private
2322,misinfo,Private
2323,alpha,Private
2324,alpha,Public
2325,misinfo,Private
2326,gamergate,Private
2327,trad,Private
2328,gamergate,Private
2329,bullying,Private
2330,hate_speech,Private
2331,conspiracy,Public
2332,trad,Private
2333,incel_misogyny,Private
2334,conspiracy,Private
2335,pro_ana,Private
2336,extremist,Private
2337,hate_speech,Private
2338,hate_speech,Private
2339,conspiracy,Private
2340,alpha,Private
2341,incel_misogyny,Private
2342,misinfo,Private
2343,hate_speech,Public
2344,pro_ana,Private
2345,ed_risk,Private
2346,extremist,Private
2347,extremist,Private
2348,extremist,Private
2349,alpha,Private
2350,conspiracy,Private
2351,conspiracy,Private
2352,gamergate,Private
2353,misinfo,Private
2354,recovery_ed,Private
2355,recovery_ed,Private
2356,incel_misogyny,Private
2357,pro_ana,Private
2358,misinfo,Private
2359,pro_ana,Private
2360,recovery_ed,Private
2361,benign,Private
2362,ed_risk,Private
2363,alpha,Private
2364,ed_risk,Private
2365,ed_risk,Private
2366,hate_speech,Private
2367,hate_speech,Private
2368,hate_speech,Private
2369,conspiracy,Private
2370,alpha,Private
2371,misinfo,Private
2372,hate_speech,Private
2373,pro_ana,Private
2374,alpha,Private
2375,misinfo,Private
2376,extremist,Public
2377,conspiracy,Private
2378,conspiracy,Private
2379,extremist,Private
2380,incel_misogyny,Private
2381,incel_misogyny,Private
2382,bullying,Private
2383,misinfo,Private
2384,recovery_ed,Private
2385,ed_risk,Public
2386,bullying,Private
2387,pro_ana,Private
2388,pro_ana,Private
2389,benign,Private
2390,benign,Private
2391,hate_speech,Private
2392,benign,Private
2393,benign,Private
2394,hate_speech,Private
2395,hate_speech,Private
2396,ed_risk,Private
2397,extremist,Private
2398,gamergate,Private
2399,hate_speech,Private
2400,misinfo,Private
2401,misinfo,Private
2402,misinfo,Private
2403,misinfo,Private
2404,misinfo,Private
2405,misinfo,Public
2406,misinfo,Private
2407,misinfo,Private
2408,misinfo,Private
2409,misinfo,Private
2410,misinfo,Private
2411,misinfo,Private
2412,misinfo,Private
2413,misinfo,Private
2414,misinfo,Private
2415,misinfo,Private
2416,misinfo,Private
2417,misinfo,Private
2418,misinfo,Private
2419,misinfo,Private
2420,misinfo,Private
2421,misinfo,Private
2422,misinfo,Private
2423,misinfo,Private
2424,ed_risk,Private
2425,bullying,Public
2426,gamergate,Private
2427,gamergate,Public
2428,extremist,Private
2429,bullying,Private
2430,incel_misogyny,Private
2431,gamergate,Private
2432,conspiracy,Private
2433,bullying,Private
2434,alpha,Private
2435,conspiracy,Private
2436,conspiracy,Private
2437,extremist,Public
2438,misinfo,Public
2439,ed_risk,Private
2440,recovery_ed,Private
2441,conspiracy,Private
2442,incel_misogyny,Private
2443,misinfo,Private
2444,misinfo,Private
2445,bullying,Private
2446,misinfo,Private
2447,misinfo,Private
2448,recovery_ed,Private
2449,recovery_ed,Private
2450,conspiracy,Private
2451,alpha,Private
2452,alpha,Private
2453,pro_ana,Private
2454,pro_ana,Public
2455,pro_ana,Private
2456,trad,Private
2457,hate_speech,Private
2458,recovery_ed,Private
2459,pro_ana,Private
2460,incel_misogyny,Private
2461,incel_misogyny,Private
2462,extremist,Private
2463,gamergate,Private
2464,conspiracy,Private
2465,conspiracy,Private
2466,bullying,Private
2467,bullying,Private
2468,recovery_ed,Private
2469,gamergate,Private
2470,trad,Private
2471,alpha,Private
2472,gamergate,Private
2473,pro_ana,Private
2474,alpha,Private
2475,hate_speech,Private
2476,hate_speech,Private
2477,gamergate,Private
2478,conspiracy,Private
2479,misinfo,Public
2480,trad,Private
2481,benign,Private
2482,gamergate,Private
2483,incel_misogyny,Private
2484,incel_misogyny,Private
2485,misinfo,Private
2486,recovery_ed,Private
2487,hate_speech,Private
2488,extremist,Private
2489,misinfo,Private
2490,extremist,Public
2491,ed_risk,Private
2492,hate_speech,Private
2493,recovery_ed,Private
2494,alpha,Private
2495,ed_risk,Private
2496,hate_speech,Private
2497,conspiracy,Private
2498,pro_ana,Private
2499,benign,Private
2500,extremist,Private
2501,conspiracy,Private
2502,extremist,Private
2503,trad,Private
2504,incel_misogyny,Private
2505,incel_misogyny,Private
2506,benign,Private
2507,alpha,Private
2508,extremist,Private
2509,alpha,Private
2510,ed_risk,Public
2511,extremist,Private
2512,extremist,Private
2513,incel_misogyny,Private
2514,incel_misogyny,Private
2515,incel_misogyny,Private
2516,bullying,Private
2517,incel_misogyny,Public
2518,pro_ana,Private
2519,ed_risk,Private
2520,gamergate,Private
2521,extremist,Private
2522,bullying,Private
2523,recovery_ed,Private
2524,hate_speech,Public
2525,bullying,Private
2526,hate_speech,Private
2527,trad,Private
2528,misinfo,Private
2529,bullying,Private
2530,bullying,Private
2531,alpha,Private
2532,bullying,Private
2533,incel_misogyny,Private
2534,incel_misogyny,Private
2535,benign,Private
2536,hate_speech,Private
2537,hate_speech,Public
2538,hate_speech,Public
2539,hate_speech,Private
2540,hate_speech,Private
2541,benign,Private
2542,extremist,Private
2543,bullying,Private
2544,extremist,Public
2545,extremist,Private
2546,trad,Private
2547,recovery_ed,Private
2548,benign,Private
2549,extremist,Private
2550,gamergate,Private
2551,ed_risk,Private
2552,benign,Private
2553,trad,Private
2554,hate_speech,Private
2555,hate_speech,Private
2556,misinfo,Private
2557,trad,Private
2558,alpha,Private
2559,ed_risk,Private
2560,misinfo,Private
2561,incel_misogyny,Private
2562,hate_speech,Private
2563,conspiracy,Private
2564,incel_misogyny,Public
2565,extremist,Private
2566,alpha,Private
2567,alpha,Private
2568,misinfo,Private
2569,misinfo,Public
2570,incel_misogyny,Private
2571,incel_misogyny,Private
2572,misinfo,Private
2573,misinfo,Private
2574,ed_risk,Private
2575,gamergate,Public
2576,gamergate,Private
2577,alpha,Private
2578,hate_speech,Private
2579,bullying,Private
2580,extremist,Private
2581,misinfo,Private
2582,incel_misogyny,Private
2583,pro_ana,Private
2584,extremist,Private
2585,extremist,Private
2586,recovery_ed,Private
2587,conspiracy,Private
2588,bullying,Public
2589,recovery_ed,Private
2590,gamergate,Private
2591,bullying,Private
2592,benign,Private
2593,incel_misogyny,Private
2594,trad,Private
2595,conspiracy,Private
2596,incel_misogyny,Private
2597,pro_ana,Public
2598,pro_ana,Private
2599,misinfo,Private
2600,gamergate,Private
2601,conspiracy,Private
2602,gamergate,Private
2603,pro_ana,Private
2604,incel_misogyny,Private
2605,incel_misogyny,Private
2606,alpha,Public
2607,alpha,Private
2608,pro_ana,Private
2609,ed_risk,Private
2610,pro_ana,Private
2611,hate_speech,Private
2612,pro_ana,Private
2613,ed_risk,Private
2614,pro_ana,Private
2615,misinfo,Private
2616,bullying,Private
2617,gamergate,Private
2618,hate_speech,Private
2619,extremist,Public
2620,incel_misogyny,Private
2621,misinfo,Private
2622,bullying,Private
2623,misinfo,Private
2624,alpha,Private
2625,extremist,Private
2626,extremist,Private
2627,ed_risk,Private
2628,hate_speech,Private
2629,bullying,Private
2630,trad,Private
2631,hate_speech,Private
2632,extremist,Private
2633,extremist,Private
2634,gamergate,Private
2635,trad,Private
2636,extremist,Private
2637,misinfo,Private
2638,benign,Public
2639,misinfo,Public
2640,trad,Private
2641,gamergate,Public
2642,gamergate,Public
2643,extremist,Private
2644,ed_risk,Private
2645,ed_risk,Private
2646,pro_ana,Private
2647,pro_ana,Private
2648,alpha,Private
2649,misinfo,Public
2650,hate_speech,Private
2651,hate_speech,Private
2652,alpha,Private
2653,misinfo,Private
2654,bullying,Private
2655,recovery_ed,Private
2656,conspiracy,Private
2657,extremist,Private
2658,bullying,Private
2659,conspiracy,Private
2660,conspiracy,Private
2661,conspiracy,Private
2662,misinfo,Public
2663,conspiracy,Private
2664,pro_ana,Private
2665,trad,Private
2666,extremist,Public
2667,incel_misogyny,Public
2668,trad,Private
2669,gamergate,Private
2670,recovery_ed,Private
2671,pro_ana,Private
2672,gamergate,Private
2673,gamergate,Private
2674,incel_misogyny,Private
2675,extremist,Private
2676,incel_misogyny,Private
2677,alpha,Private
2678,trad,Private
2679,misinfo,Private
2680,pro_ana,Private
2681,conspiracy,Private
2682,conspiracy,Private
2683,gamergate,Private
2684,misinfo,Private
2685,extremist,Private
2686,gamergate,Private
2687,incel_misogyny,Private
2688,hate_speech,Public
2689,ed_risk,Private
2690,bullying,Private
2691,pro_ana,Public
2692,alpha,Private
2693,misinfo,Private
2694,conspiracy,Public
2695,misinfo,Private
2696,incel_misogyny,Private
2697,recovery_ed,Private
2698,alpha,Private
2699,conspiracy,Private
2700,bullying,Private
2701,extremist,Private
2702,conspiracy,Private
2703,ed_risk,Private
2704,misinfo,Private
2705,trad,Private
2706,pro_ana,Public
2707,extremist,Private
2708,extremist,Private
2709,trad,Private
2710,extremist,Private
2711,trad,Private
2712,incel_misogyny,Private
2713,alpha,Private
2714,gamergate,Private
2715,gamergate,Private
2716,incel_misogyny,Private
2717,incel_misogyny,Private
2718,pro_ana,Private
2719,pro_ana,Private
2720,bullying,Private
2721,gamergate,Private
2722,misinfo,Public
2723,extremist,Private
2724,conspiracy,Private
2725,extremist,Private
2726,gamergate,Private
2727,conspiracy,Private
2728,conspiracy,Private
2729,benign,Private
2730,pro_ana,Public
2731,pro_ana,Private
2732,ed_risk,Private
2733,pro_ana,Private
2734,bullying,Private
2735,pro_ana,Private
2736,pro_ana,Public
2737,benign,Private
2738,misinfo,Private
2739,alpha,Private
2740,incel_misogyny,Private
2741,incel_misogyny,Private
2742,extremist,Private
2743,trad,Private
2744,hate_speech,Private
2745,trad,Private
2746,pro_ana,Private
2747,extremist,Private
2748,hate_speech,Private
2749,bullying,Public
2750,extremist,Private
2751,gamergate,Private
2752,recovery_ed,Private
2753,ed_risk,Private
2754,hate_speech,Private
2755,ed_risk,Private
2756,trad,Public
2757,gamergate,Private
2758,benign,Private
2759,ed_risk,Private
2760,extremist,Private
2761,recovery_ed,Private
2762,gamergate,Private
2763,ed_risk,Private
2764,hate_speech,Public
2765,misinfo,Private
2766,misinfo,Private
2767,misinfo,Public
2768,gamergate,Private
2769,bullying,Private
2770,incel_misogyny,Private
2771,hate_speech,Private
2772,misinfo,Private
2773,alpha,Private
2774,gamergate,Public
2775,gamergate,Public
2776,conspiracy,Private
2777,extremist,Private
2778,extremist,Public
2779,extremist,Private
2780,incel_misogyny,Private
2781,recovery_ed,Private
2782,ed_risk,Private
2783,ed_risk,Private
2784,trad,Private
2785,bullying,Private
2786,pro_ana,Private
2787,trad,Private
2788,misinfo,Private
2789,misinfo,Private
2790,incel_misogyny,Public
2791,ed_risk,Private
2792,trad,Private
2793,extremist,Private
2794,extremist,Private
2795,bullying,Private
2796,trad,Private
2797,trad,Private
2798,misinfo,Private
2799,alpha,Private
2800,pro_ana,Private
2801,bullying,Private
2802,recovery_ed,Private
2803,bullying,Private
2804,incel_misogyny,Private
2805,benign,Private
2806,alpha,Private
2807,trad,Private
2808,conspiracy,Public
2809,conspiracy,Private
2810,ed_risk,Private
2811,conspiracy,Public
2812,gamergate,Private
2813,gamergate,Private
2814,conspiracy,Private
2815,hate_speech,Private
2816,hate_speech,Private
2817,ed_risk,Private
2818,trad,Public
2819,conspiracy,Private
2820,conspiracy,Private
2821,pro_ana,Private
2822,misinfo,Private
2823,incel_misogyny,Private
2824,incel_misogyny,Private
2825,alpha,Private
2826,conspiracy,Public
2827,conspiracy,Private
2828,gamergate,Private
2829,alpha,Private
2830,conspiracy,Private
2831,conspiracy,Private
2832,conspiracy,Private
2833,alpha,Private
2834,benign,Private
2835,misinfo,Private
2836,bullying,Private
2837,incel_misogyny,Public
2838,benign,Public
2839,conspiracy,Private
2840,gamergate,Private
2841,incel_misogyny,Private
2842,extremist,Private
2843,misinfo,Private
2844,misinfo,Private
2845,extremist,Public
2846,bullying,Private
2847,extremist,Private
2848,conspiracy,Private
2849,conspiracy,Private
2850,gamergate,Private
2851,misinfo,Public
2852,misinfo,Private
2853,alpha,Private
2854,trad,Private
2855,extremist,Private
2856,extremist,Private
2857,gamergate,Private
2858,gamergate,Public
2859,hate_speech,Private
2860,conspiracy,Private
2861,alpha,Private
2862,bullying,Private
2863,bullying,Private
2864,gamergate,Public
2865,recovery_ed,Private
2866,incel_misogyny,Private
2867,alpha,Private
2868,gamergate,Private
2869,conspiracy,Private
2870,conspiracy,Private
2871,gamergate,Private
2872,trad,Private
2873,extremist,Private
2874,extremist,Private
2875,alpha,Private
2876,gamergate,Private
2877,conspiracy,Private
2878,hate_speech,Private
2879,hate_speech,Private
2880,bullying,Private
2881,bullying,Private
2882,bullying,Private
2883,recovery_ed,Private
2884,incel_misogyny,Private
2885,pro_ana,Private
2886,pro_ana,Public
2887,bullying,Private
2888,pro_ana,Private
2889,trad,Private
2890,extremist,Private
2891,recovery_ed,Private
2892,conspiracy,Private
2893,benign,Private
2894,recovery_ed,Private
2895,bullying,Private
2896,incel_misogyny,Private
2897,extremist,Public
2898,misinfo,Private
2899,bullying,Private
2900,extremist,Private
2901,extremist,Private
2902,ed_risk,Private
2903,gamergate,Private
2904,extremist,Private
2905,recovery_ed,Private
2906,incel_misogyny,Private
2907,trad,Private
2908,trad,Private
2909,ed_risk,Private
2910,misinfo,Public
2911,ed_risk,Private
2912,misinfo,Private
2913,conspiracy,Private
2914,conspiracy,Private
2915,trad,Private
2916,trad,Private
2917,bullying,Private
2918,benign,Private
2919,misinfo,Private
2920,recovery_ed,Private
2921,gamergate,Public
2922,trad,Private
2923,hate_speech,Private
2924,alpha,Private
2925,ed_risk,Public
2926,misinfo,Private
2927,pro_ana,Private
2928,extremist,Private
2929,bullying,Private
2930,hate_speech,Private
2931,trad,Private
2932,bullying,Private
2933,conspiracy,Public
2934,bullying,Private
2935,misinfo,Private
2936,recovery_ed,Private
2937,ed_risk,Private
2938,misinfo,Private
2939,alpha,Private
2940,hate_speech,Private
2941,hate_speech,Private
2942,pro_ana,Private
2943,trad,Private
2944,extremist,Private
2945,pro_ana,Private
2946,conspiracy,Private
2947,alpha,Private
2948,recovery_ed,Private
2949,benign,Private
2950,extremist,Private
2951,extremist,Private
2952,ed_risk,Private
2953,pro_ana,Private
2954,hate_speech,Private
2955,benign,Private
2956,hate_speech,Private
2957,ed_risk,Private
2958,conspiracy,Private
2959,hate_speech,Private
2960,misinfo,Private
2961,pro_ana,Private
2962,benign,Private
2963,ed_risk,Private
2964,bullying,Private
2965,recovery_ed,Private
2966,misinfo,Private
2967,bullying,Private
2968,hate_speech,Public
2969,hate_speech,Private
2970,incel_misogyny,Private
2971,conspiracy,Private
2972,incel_misogyny,Private
2973,misinfo,Private
2974,recovery_ed,Private
2975,hate_speech,Private
2976,benign,Private
2977,benign,Private
2978,extremist,Private
2979,conspiracy,Private
2980,hate_speech,Private
2981,benign,Public
2982,gamergate,Private
2983,ed_risk,Private
2984,extremist,Private
2985,misinfo,Private
2986,extremist,Private
2987,alpha,Private
2988,misinfo,Public
2989,pro_ana,Private
2990,extremist,Private
2991,trad,Public
2992,bullying,Private
2993,hate_speech,Private
2994,conspiracy,Private
2995,incel_misogyny,Private
2996,misinfo,Private
2997,bullying,Private
2998,gamergate,Private
2999,ed_risk,Private
3000,conspiracy,Private
3001,alpha,Private
3002,ed_risk,Private
3003,extremist,Private
3004,conspiracy,Private
3005,recovery_ed,Public
3006,conspiracy,Private
3007,misinfo,Private
3008,alpha,Private
3009,alpha,Private
3010,misinfo,Public
3011,bullying,Private
3012,gamergate,Private
3013,extremist,Private
3014,pro_ana,Private
3015,incel_misogyny,Private
3016,conspiracy,Public
3017,misinfo,Private
3018,misinfo,Private
3019,recovery_ed,Private
3020,bullying,Public
3021,alpha,Private
3022,misinfo,Private
3023,misinfo,Private
3024,misinfo,Private
3025,recovery_ed,Private
3026,gamergate,Private
3027,gamergate,Private
3028,alpha,Private
3029,conspiracy,Private
3030,alpha,Private
3031,alpha,Private
3032,misinfo,Private
3033,conspiracy,Private
3034,incel_misogyny,Public
3035,pro_ana,Private
3036,pro_ana,Private
3037,hate_speech,Private
3038,trad,Private
3039,gamergate,Private
3040,alpha,Private
3041,gamergate,Private
3042,gamergate,Private
3043,trad,Private
3044,gamergate,Public
3045,gamergate,Private
3046,alpha,Private
3047,hate_speech,Public
3048,recovery_ed,Private
3049,bullying,Private
3050,incel_misogyny,Private
3051,pro_ana,Private
3052,ed_risk,Private
3053,hate_speech,Public
3054,pro_ana,Private
3055,misinfo,Private
3056,incel_misogyny,Private
3057,misinfo,Private
3058,conspiracy,Private
3059,pro_ana,Private
3060,trad,Private
3061,gamergate,Private
3062,recovery_ed,Private
3063,conspiracy,Public
3064,alpha,Private
3065,gamergate,Private
3066,extremist,Public
3067,pro_ana,Private
3068,gamergate,Private
3069,trad,Private
3070,extremist,Private
3071,extremist,Private
3072,trad,Private
3073,misinfo,Private
3074,pro_ana,Private
3075,conspiracy,Private
3076,hate_speech,Private
3077,conspiracy,Private
3078,hate_speech,Private
3079,hate_speech,Private
3080,pro_ana,Public
3081,alpha,Private
3082,bullying,Private
3083,ed_risk,Private
3084,ed_risk,Private
3085,ed_risk,Private
3086,alpha,Private
3087,alpha,Private
3088,ed_risk,Private
3089,extremist,Private
3090,ed_risk,Private
3091,trad,Private
3092,extremist,Private
3093,incel_misogyny,Private
3094,extremist,Private
3095,hate_speech,Private
3096,hate_speech,Private
3097,gamergate,Private
3098,misinfo,Private
3099,pro_ana,Private
3100,conspiracy,Private
3101,incel_misogyny,Private
3102,conspiracy,Private
3103,extremist,Private
3104,extremist,Public
3105,gamergate,Private
3106,ed_risk,Private
3107,recovery_ed,Private
3108,bullying,Private
3109,extremist,Private
3110,extremist,Private
3111,alpha,Private
3112,incel_misogyny,Private
3113,hate_speech,Private
3114,ed_risk,Private
3115,incel_misogyny,Private
3116,alpha,Private
3117,bullying,Private
3118,incel_misogyny,Private
3119,pro_ana,Private
3120,misinfo,Private
3121,pro_ana,Private
3122,recovery_ed,Private
3123,bullying,Private
3124,hate_speech,Private
3125,hate_speech,Private
3126,ed_risk,Private
3127,gamergate,Private
3128,alpha,Private
3129,incel_misogyny,Private
3130,hate_speech,Public
3131,extremist,Private
3132,bullying,Private
3133,alpha,Private
3134,conspiracy,Private
3135,gamergate,Public
3136,pro_ana,Private
3137,extremist,Private
3138,incel_misogyny,Private
3139,hate_speech,Private
3140,recovery_ed,Private
3141,pro_ana,Private
3142,incel_misogyny,Public
3143,extremist,Private
3144,hate_speech,Private
3145,recovery_ed,Private
3146,incel_misogyny,Private
3147,incel_misogyny,Private
3148,recovery_ed,Public
3149,trad,Private
3150,incel_misogyny,Private
3151,incel_misogyny,Private
3152,incel_misogyny,Private
3153,extremist,Private
3154,gamergate,Private
3155,hate_speech,Private
3156,gamergate,Private
3157,hate_speech,Private
3158,recovery_ed,Private
3159,benign,Private
3160,alpha,Private
3161,extremist,Private
3162,trad,Private
3163,trad,Private
3164,bullying,Private
3165,incel_misogyny,Private
3166,incel_misogyny,Private
3167,incel_misogyny,Private
3168,trad,Private
3169,ed_risk,Private
3170,alpha,Private
3171,misinfo,Public
3172,ed_risk,Private
3173,extremist,Private
3174,extremist,Private
3175,misinfo,Private
3176,alpha,Private
3177,alpha,Private
3178,misinfo,Private
3179,misinfo,Private
3180,extremist,Private
3181,incel_misogyny,Private
3182,incel_misogyny,Private
3183,misinfo,Private
3184,benign,Public
3185,misinfo,Private
3186,incel_misogyny,Private
3187,alpha,Private
3188,ed_risk,Private
3189,pro_ana,Private
3190,hate_speech,Private
3191,hate_speech,Private
3192,bullying,Private
3193,bullying,Private
3194,extremist,Private
3195,trad,Private
3196,extremist,Private
3197,conspiracy,Private
3198,conspiracy,Private
3199,gamergate,Private
3200,extremist,Private
3201,trad,Private
3202,incel_misogyny,Private
3203,gamergate,Private
3204,conspiracy,Private
3205,alpha,Public
3206,extremist,Private
3207,recovery_ed,Private
3208,gamergate,Public
3209,benign,Private
3210,alpha,Private
3211,trad,Private
3212,pro_ana,Public
3213,pro_ana,Private
3214,gamergate,Private
3215,pro_ana,Private
3216,pro_ana,Private
3217,ed_risk,Private
3218,bullying,Private
3219,bullying,Private
3220,bullying,Private
3221,ed_risk,Private
3222,ed_risk,Private
3223,misinfo,Private
3224,extremist,Private
3225,hate_speech,Private
3226,alpha,Private
3227,extremist,Private
3228,gamergate,Private
3229,ed_risk,Private
3230,trad,Private
3231,gamergate,Private
3232,recovery_ed,Private
3233,extremist,Private
3234,gamergate,Private
3235,recovery_ed,Public
3236,hate_speech,Private
3237,gamergate,Private
3238,bullying,Private
3239,extremist,Private
3240,pro_ana,Private
3241,pro_ana,Private
3242,ed_risk,Private
3243,pro_ana,Private
3244,misinfo,Private
3245,incel_misogyny,Private
3246,misinfo,Private
3247,conspiracy,Private
3248,ed_risk,Private
3249,hate_speech,Private
3250,recovery_ed,Private
3251,benign,Private
3252,hate_speech,Private
3253,benign,Private
3254,gamergate,Private
3255,extremist,Private
3256,gamergate,Private
3257,conspiracy,Public
3258,benign,Private
3259,bullying,Private
3260,bullying,Private
3261,incel_misogyny,Private
3262,recovery_ed,Private
3263,hate_speech,Private
3264,extremist,Private
3265,benign,Private
3266,ed_risk,Private
3267,incel_misogyny,Private
3268,trad,Private
3269,bullying,Private
3270,misinfo,Private
3271,bullying,Private
3272,recovery_ed,Public
3273,benign,Private
3274,alpha,Private
3275,conspiracy,Private
3276,conspiracy,Private
3277,ed_risk,Private
3278,ed_risk,Private
3279,trad,Private
3280,trad,Public
3281,pro_ana,Private
3282,ed_risk,Private
3283,benign,Private
3284,conspiracy,Private
3285,benign,Private
3286,bullying,Private
3287,ed_risk,Private
3288,conspiracy,Private
3289,extremist,Private
3290,hate_speech,Private
3291,conspiracy,Private
3292,trad,Private
